Obs_Id,lagoslakeid,ActivityStartDate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodIdentifier,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
FL-3239316,191460,2008-12-04,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM,FT1600,NA,NA,Kewanee
FL-3558282,191355,2008-12-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-2,-2,NTU,1,-2,21FLSEM,FT1600,NA,NA,Bear Lake
FL-3597732,190343,2008-12-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,21FLSEM,FT1600,NA,NA,Prairie Lake
FL-3569188,190331,2008-12-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-2.4,-2.4,NTU,1,-2.4,21FLSEM,FT1600,NA,NA,Lake Seminary
FL-2605171,187078,2008-12-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM,FT1600,NA,NA,Spring Lake
FL-4493921,189292,2008-12-18,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.1,-3.1,NTU,1,-3.1,21FLSEM,FT1600,NA,NA,Lake Howell
UT-184734,456008,2009-01-06,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,403,403,mg/l,1,403,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
FL-2272877,190332,2009-01-26,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM,FT1600,NA,NA,Lake Myrtle
FL-3445965,192505,2009-01-26,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM,FT1600,NA,NA,Yankee Lake
FL-3788172,188187,2009-01-28,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM,FT1600,NA,NA,Lake Mobile
FL-1427251,190343,2009-02-04,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Prairie Lake
FL-1925768,190331,2009-02-04,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-3257200,188190,2009-02-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Lake Alma
FL-2122684,186063,2009-02-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Red Bug Lake
FL-1698229,189281,2009-02-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Fairy Lake
FL-1541119,191460,2009-02-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.7,-2.7,NTU,1,-2.7,21FLSEM_WQX,FT1600,NA,NA,Kewanee
FL-1328463,188390,2009-02-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-1002843,189459,2009-02-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-3507998,191619,2009-02-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
FL-1995099,191355,2009-03-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.2,-1.2,NTU,1,-1.2,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
NM-22908,448048,2009-04-03,NA,USGS Georgia Water Science Center,"Calcium, dissolved",Calcium,753,753,mg/l,1,753,USGS,PLA11,"USGS OF 93-125, p 101",NA,"BITTER LAKE IMP B (BITTER LAKE NWR) NR ROSWELL, NM"
ID-294861,459064,2009-04-29,NA,Idaho Department Of Environmental Quality,"Nitrogen, total",Nitrogen,140000,140,mg/l,1000,140000,ASTM,D5176,https://www.nemi.gov/methods/method_summary/5425/,NA,USGS - 1.3 miles southeast of Tubbs Hill
FL-2208454,190473,2009-05-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM_WQX,FT1600,NA,NA,Lake Hayes
FL-1208873,186063,2009-06-04,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Red Bug Lake
FL-2413047,192594,2009-06-04,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,21FLSEM_WQX,FT1600,NA,NA,Lake Tony
FL-2295516,188390,2009-06-16,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4,-4,NTU,1,-4,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2201167,189459,2009-06-16,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.8,-3.8,NTU,1,-3.8,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-837869,190331,2009-06-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.5,-1.5,NTU,1,-1.5,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-2634670,191501,2009-06-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Tuskawilla Lake
OR-1913976,470335,2009-06-18,NA,Coquille Indian Tribe,"Oxygen, dissolved",Dissolved oxygen (DO),105.9,105.9,mg/l,1,105.9,NA,NA,NA,Current Conditions: 90% Cloud CoverPrevious 24 Hours:50% Cloud CoverComments: Deployed temp. dataloggersHeavy Rain in Previous 7 Days?  NoComments:  Collected bacteria water samples,Tarheel Spillway
OR-1848510,469588,2009-06-18,NA,Coquille Indian Tribe,"Oxygen, dissolved",Dissolved oxygen (DO),88.2,88.2,mg/l,1,88.2,NA,NA,NA,Current Conditions: 90% Cloud CoverPrevious 24 Hours:50% Cloud CoverComments: Deployed temp. dataloggersHeavy Rain in Previous 7 Days?  NoComments:  Collected bacteria water samples,Fourth Creek Spillway
OR-1896983,469588,2009-06-18,NA,Coquille Indian Tribe,"Oxygen, dissolved",Dissolved oxygen (DO),117.7,117.7,mg/l,1,117.7,NA,NA,NA,Current Conditions: 90% Cloud CoverPrevious 24 Hours:50% Cloud CoverComments: Deployed temp. dataloggersHeavy Rain in Previous 7 Days?  NoComments:  Collected bacteria water samples,Fourth Creek Reservoir
FL-2321229,191500,2009-06-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,21FLSEM_WQX,FT1600,NA,NA,Lake Florence
FL-2833678,192505,2009-06-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.6,-1.6,NTU,1,-1.6,21FLSEM_WQX,FT1600,NA,NA,Yankee Lake
IN-111217,3305,2009-07-02,Indiana Volunteer Lake Monitoring,North American Lake Management Society,"Oxygen, dissolved",Dissolved oxygen (DO),105,105,ppm,1,105,NA,NA,NA,Site=koontz 1  (574) 5867121 tcamireski@gmail.com,Koontz
FL-1194894,192560,2009-07-21,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.6,-2.6,NTU,1,-2.6,21FLSEM_WQX,FT1600,NA,NA,Amory Lake
FL-1377093,190393,2009-07-21,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Deforest Lake
FL-1686983,189299,2009-07-21,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.4,-2.4,NTU,1,-2.4,21FLSEM_WQX,FT1600,NA,NA,East Crystal Lake
FL-2146818,190332,2009-07-21,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.9,-1.9,NTU,1,-1.9,21FLSEM_WQX,FT1600,NA,NA,Lake Myrtle
FL-2356808,192505,2009-07-21,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.3,-2.3,NTU,1,-2.3,21FLSEM_WQX,FT1600,NA,NA,Yankee Lake
FL-3008343,188106,2009-07-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.5,-2.5,NTU,1,-2.5,21FLSEM_WQX,FT1600,NA,NA,Lake Asher
FL-2253713,184813,2009-07-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.2,-2.2,NTU,1,-2.2,21FLSEM_WQX,FT1600,NA,NA,Cub Lake
FL-1762505,188187,2009-07-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.3,-2.3,NTU,1,-2.3,21FLSEM_WQX,FT1600,NA,NA,Lake Mobile
FL-2188294,191437,2009-07-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.9,-1.9,NTU,1,-1.9,21FLSEM_WQX,FT1600,NA,NA,Lake Marion
FL-3721675,185962,2009-07-28,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.6,-2.6,NTU,1,-2.6,21FLSEM_WQX,FT1600,NA,NA,Lake Brantley
FL-2242171,184850,2009-07-28,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.3,-2.3,NTU,1,-2.3,21FLSEM_WQX,FT1600,NA,NA,Lake Markham
FL-1043168,188156,2009-07-28,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.4,-1.4,NTU,1,-1.4,21FLSEM_WQX,FT1600,NA,NA,Sylvan Lake
FL-3361612,191357,2009-07-28,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.3,-2.3,NTU,1,-2.3,21FLSEM_WQX,FT1600,NA,NA,Wekiva (Sand) Lake
FL-1920856,191460,2009-08-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.7,-1.7,NTU,1,-1.7,21FLSEM_WQX,FT1600,NA,NA,Kewanee
FL-3364534,190343,2009-08-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.5,-1.5,NTU,1,-1.5,21FLSEM_WQX,FT1600,NA,NA,Prairie Lake
FL-2792277,191355,2009-08-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
FL-2575490,190331,2009-08-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.8,-1.8,NTU,1,-1.8,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-1760658,189292,2009-08-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Lake Howell
FL-2332247,191501,2009-08-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.7,-0.7,NTU,1,-0.7,21FLSEM_WQX,FT1600,NA,NA,Tuskawilla Lake
SD-359359,342597,2009-08-31,NA,DENR,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,116000,116,mg/l,1000,116000,USEPA,351.2,https://www.nemi.gov/methods/method_summary/9626/,NO SUBMITTER FORM RECEIVED WITH SAMPLE,CITMONZ1608AA
FL-1230167,186200,2009-09-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Buck Lake
FL-2152906,191619,2009-09-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.7,-1.7,NTU,1,-1.7,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
UT-1026673,455356,2009-09-09,NA,Utah Department Of Environmental Quality,"Magnesium, dissolved",Magnesium,30400,30400,mg/l,1,30400,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,NA,GSL N OF GREAT SALT LAKE MINERALS CAUSEWAY IN BEAR R BAY
UT-888617,455356,2009-09-09,NA,Utah Department Of Environmental Quality,Potassium,Potassium,17000,17000,mg/l,1,17000,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,NA,GSL N OF GREAT SALT LAKE MINERALS CAUSEWAY IN BEAR R BAY
FL-1814327,188390,2009-09-24,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2209242,189459,2009-09-24,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-1101620,192505,2009-10-13,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Yankee Lake
FL-1746043,185962,2009-10-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.1,-1.1,NTU,1,-1.1,21FLSEM_WQX,FT1600,NA,NA,Lake Brantley
FL-1760239,188156,2009-10-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Sylvan Lake
FL-1824170,188106,2009-10-27,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.8,-1.8,NTU,1,-1.8,21FLSEM_WQX,FT1600,NA,NA,Lake Asher
FL-1656398,184813,2009-10-27,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2,-2,NTU,1,-2,21FLSEM_WQX,FT1600,NA,NA,Cub Lake
FL-2474271,188107,2009-10-27,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM_WQX,FT1600,NA,NA,Mirror Lake
FL-1143966,191437,2009-10-27,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Lake Marion
FL-1333997,186063,2009-11-03,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM_WQX,FT1600,NA,NA,Red Bug Lake
FL-2827748,192594,2009-11-03,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Lake Tony
FL-2348379,192560,2009-11-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Amory Lake
FL-3117576,189299,2009-11-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM_WQX,FT1600,NA,NA,East Crystal Lake
FL-1305425,190331,2009-11-17,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-1349749,186200,2009-12-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Buck Lake
FL-2086938,192743,2009-12-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Lake Geneva
FL-1134525,188388,2009-12-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Lake Mills
FL-2047297,191619,2009-12-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
FL-2991114,188390,2009-12-08,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2300692,189459,2009-12-08,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-2101555,191355,2009-12-14,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
OK-18652,381132,2009-12-18,Kaw Nation,"Kaw Nation, Oklahoma","Nitrogen, total",Nitrogen,-2960,-2.96,mg/l,1000,-2960,KAWNATON_WQX,10208,NA,NA,Ponca Lake A
FL-3690443,192560,2010-01-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Amory Lake
FL-3435678,190393,2010-01-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM_WQX,FT1600,NA,NA,Deforest Lake
FL-2325881,190332,2010-01-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Lake Myrtle
FL-3398065,192505,2010-01-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Yankee Lake
ND-1149698,311457,2010-01-14,NA,Turtle Mountain Environmental Office,"Oxygen, dissolved",Dissolved oxygen (DO),68.6,68.6,mg/l,1,68.6,NA,NA,NA,"Clear sky, sunny. There is a fair amount of snow on ice.",Jarvis Beach
FL-2873560,184850,2010-01-19,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,21FLSEM_WQX,FT1600,NA,NA,Lake Markham
FL-1976145,188156,2010-01-19,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Sylvan Lake
FL-2839696,188106,2010-01-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Lake Asher
FL-2779263,184813,2010-01-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Cub Lake
FL-1665910,188107,2010-01-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Mirror Lake
FL-1991619,191355,2010-02-09,21FLSEM,Seminole  County (Florida),"pH, field or lab",pH,-90.4,-90.4,None,1,-90.4,21FLSEM_WQX,FT1100,NA,NA,Bear Lake
FL-2868239,191355,2010-02-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
FL-2193813,189209,2010-02-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Little Bear Lake
FL-2001775,187078,2010-02-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Spring Lake at Altamonte Springs
FL-2633947,192594,2010-02-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Lake Tony
FL-1043669,189292,2010-02-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Lake Howell
ND-1108876,311457,2010-02-24,NA,Turtle Mountain Environmental Office,"Oxygen, dissolved",Dissolved oxygen (DO),41.7,41.7,mg/l,1,41.7,NA,NA,NA,"Sunny, Windy, about 13"" of snow on ice.",Jarvis Beach
FL-2529248,191619,2010-03-02,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.5,-1.5,NTU,1,-1.5,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
FL-1498123,188390,2010-03-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.4,-1.4,NTU,1,-1.4,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2621101,189459,2010-03-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.1,-1.1,NTU,1,-1.1,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-2703685,189281,2010-03-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4,-4,NTU,1,-4,21FLSEM_WQX,FT1600,NA,NA,Fairy Lake
FL-1608446,188388,2010-03-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.7,-3.7,NTU,1,-3.7,21FLSEM_WQX,FT1600,NA,NA,Lake Mills
FL-1443924,190343,2010-03-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4,-4,NTU,1,-4,21FLSEM_WQX,FT1600,NA,NA,Prairie Lake
FL-2034356,190331,2010-03-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4.3,-4.3,NTU,1,-4.3,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-2287838,192560,2010-04-13,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.9,-1.9,NTU,1,-1.9,21FLSEM_WQX,FT1600,NA,NA,Amory Lake
FL-2621280,190393,2010-04-13,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.9,-1.9,NTU,1,-1.9,21FLSEM_WQX,FT1600,NA,NA,Deforest Lake
FL-1842103,189299,2010-04-13,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.9,-1.9,NTU,1,-1.9,21FLSEM_WQX,FT1600,NA,NA,East Crystal Lake
FL-1833027,190332,2010-04-13,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.8,-1.8,NTU,1,-1.8,21FLSEM_WQX,FT1600,NA,NA,Lake Myrtle
FL-995080,192505,2010-04-13,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.2,-2.2,NTU,1,-2.2,21FLSEM_WQX,FT1600,NA,NA,Yankee Lake
FL-1425899,191355,2010-04-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.8,-1.8,NTU,1,-1.8,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
FL-3082579,184813,2010-04-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.4,-2.4,NTU,1,-2.4,21FLSEM_WQX,FT1600,NA,NA,Cub Lake
FL-2242701,189209,2010-04-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.9,-0.9,NTU,1,-0.9,21FLSEM_WQX,FT1600,NA,NA,Little Bear Lake
FL-1394215,188107,2010-04-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.4,-1.4,NTU,1,-1.4,21FLSEM_WQX,FT1600,NA,NA,Mirror Lake
FL-1144129,188187,2010-04-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Lake Mobile
FL-1165941,190343,2010-05-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.1,-2.1,NTU,1,-2.1,21FLSEM_WQX,FT1600,NA,NA,Prairie Lake
FL-2256036,190331,2010-05-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.3,-2.3,NTU,1,-2.3,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-1086130,187078,2010-05-11,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.2,-1.2,NTU,1,-1.2,21FLSEM_WQX,FT1600,NA,NA,Spring Lake at Altamonte Springs
FL-1722404,191500,2010-05-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Lake Florence
FL-1502427,186063,2010-05-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM_WQX,FT1600,NA,NA,Red Bug Lake
FL-2198637,192594,2010-05-18,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Lake Tony
FL-3108172,191460,2010-05-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,21FLSEM_WQX,FT1600,NA,NA,Kewanee
FL-2145016,184850,2010-05-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.8,-2.8,NTU,1,-2.8,21FLSEM_WQX,FT1600,NA,NA,Lake Markham
FL-2461382,188156,2010-05-20,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Sylvan Lake
FL-2096745,189281,2010-06-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM_WQX,FT1600,NA,NA,Fairy Lake
FL-3474360,191501,2010-06-01,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.7,-1.7,NTU,1,-1.7,21FLSEM_WQX,FT1600,NA,NA,Tuskawilla Lake
FL-2271126,188390,2010-06-10,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.5,-3.5,NTU,1,-3.5,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2841720,189459,2010-06-10,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.6,-3.6,NTU,1,-3.6,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-1510105,191619,2010-06-10,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4,-4,NTU,1,-4,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
FL-2791271,186200,2010-06-15,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Buck Lake
FL-1130923,188388,2010-06-15,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.6,-1.6,NTU,1,-1.6,21FLSEM_WQX,FT1600,NA,NA,Lake Mills
FL-2856697,190473,2010-06-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Lake Hayes
OK-10733,381133,2010-06-23,Kaw Nation,"Kaw Nation, Oklahoma",Chlorophyll a,Chlorophyll a,2100000,2.1,mg/cm3,1000000,2100000,KAWNATON_WQX,10200-H,NA,NA,Sarge Creek
FL-2550426,192560,2010-07-06,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-5.7,-5.7,NTU,1,-5.7,21FLSEM_WQX,FT1600,NA,NA,Amory Lake
FL-2369537,190393,2010-07-06,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM_WQX,FT1600,NA,NA,Deforest Lake
FL-2269194,189299,2010-07-06,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-5.5,-5.5,NTU,1,-5.5,21FLSEM_WQX,FT1600,NA,NA,East Crystal Lake
