lagoslakeid,sample_date,sample_id,parameter_id,parameter_name,parameter_value,parameter_detectionlimit_value,censorcode,sample_depth_m,cluster_id,cluster_lat_dd,cluster_lon_dd,source_id,source_sample_type,source_sample_siteid,source_name,source_activityorg_name,source_activityid,source_comments,source_parameter_name,source_parameter_value,source_parameter_unit,source_value_qualifiercode,parameter_conversionfactor,source_detectionlimit_value,source_detectionlimit_unit,parameter_detectionlimit_conversionfactor,source_detectionlimit_condition,source_detectionlimit_type,source_labmethod_usgspcode,source_labmethod_description,source_labmethod_id,source_labmethod_name,source_labmethod_qualifier,source_samplesite_lat_dd,source_samplesite_lon_dd,lagos_epi_assignment
94596,2002-07-16,NY-61083,39,"Atrazine, dissolved",0.008,0.007,NC2,0,94596-AA,41.41176,-73.695408,USGS-NY,INFERRED,USGS-01374620,USGS New York Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisny.01.00201619,NA,Atrazine,0.008,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM36,"Pest, hi use, SPE, fld, GCMS-SIM",NA,41.4117604,-73.695408,1
71592,2002-07-22,NY-559764,39,"Atrazine, dissolved",0.009,0.007,NC2,0,71592-AA,41.79926,-74.429599,USGS-NY,INFERRED,USGS-01366400,USGS New York Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisny.01.00201681,L-2050201 please write email name- nt,Atrazine,0.009,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM36,"Pest, hi use, SPE, fld, GCMS-SIM",NA,41.79925994,-74.42959929,1
445186,2003-03-25,TX-709465,39,"Atrazine, dissolved",0.017,0.007,NC2,9.144,445186-AA,28.4825,-98.353889,USGS-TX,SPECIFIED,USGS-08206850,USGS Texas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwistx.01.00300833,NA,Atrazine,0.017,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,28.4825,-98.3538889,1
445186,2003-03-25,TX-978372,39,"Atrazine, dissolved",0.596,0.007,NC2,9.144,445186-AB,28.497222,-98.324722,USGS-TX,SPECIFIED,USGS-08206870,USGS Texas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwistx.01.00300820,NA,Atrazine,0.596,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,28.4972222,-98.3247222,1
442068,2003-03-26,TX-901069,39,"Atrazine, dissolved",0.014,0.007,NC2,6.096,442068-AB,28.975539,-96.53164,USGS-TX,SPECIFIED,USGS-285816096320201,USGS Texas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwistx.01.00300768,NA,Atrazine,0.014,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,28.97553885,-96.5316397,1
442068,2003-03-26,TX-788215,39,"Atrazine, dissolved",0.249,0.007,NC2,3.048,442068-AC,28.999427,-96.544973,USGS-TX,SPECIFIED,USGS-290042096331401,USGS Texas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwistx.01.00301422,NA,Atrazine,0.249,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,28.99942684,-96.5449733,1
5389,2004-09-27,WI-90278,39,"Atrazine, dissolved",0.029,0.007,NC2,0.9753600000000001,5389-AB,46.028389,-89.811833,USGS-WI,SPECIFIED,USGS-460142089484301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406787,NA,Atrazine,0.029,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.02838889,-89.8118333,1
5389,2004-09-27,WI-182786,39,"Atrazine, dissolved",0.026,0.007,NC2,14.9352,5389-AB,46.028389,-89.811833,USGS-WI,SPECIFIED,USGS-460142089484301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406788,NA,Atrazine,0.026,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.02838889,-89.8118333,1
5389,2004-09-27,WI-132226,39,"Atrazine, dissolved",0.025,0.007,NC2,0.9753600000000001,5389-AG,46.049639,-89.809417,USGS-WI,SPECIFIED,USGS-460259089483401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406789,NA,Atrazine,0.025,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.04963889,-89.8094167,1
4982,2004-09-27,WI-134239,39,"Atrazine, dissolved",0.036,0.007,NC2,0.9753600000000001,4982-AC,46.067167,-89.845194,USGS-WI,SPECIFIED,USGS-460402089504301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406791,NA,Atrazine,0.036,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06716667,-89.8451944,1
4982,2004-09-27,WI-102334,39,"Atrazine, dissolved",0.028,0.007,NC2,24.9936,4982-AC,46.067167,-89.845194,USGS-WI,SPECIFIED,USGS-460402089504301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406792,NA,Atrazine,0.028,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06716667,-89.8451944,1
4982,2004-09-27,WI-101154,39,"Atrazine, dissolved",0.035,0.007,NC2,0.9753600000000001,4982-AD,46.0695,-89.839889,USGS-WI,SPECIFIED,USGS-460410089502401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406793,NA,Atrazine,0.035,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0695,-89.8398889,1
76332,2004-09-28,WI-134340,39,"Atrazine, dissolved",0.026,0.007,NC2,0.9753600000000001,76332-AA,46.062139,-89.767778,USGS-WI,SPECIFIED,USGS-460344089460401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406783,NA,Atrazine,0.026,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06213889,-89.7677778,1
76332,2004-09-28,WI-133251,39,"Atrazine, dissolved",0.027,0.007,NC2,0.9753600000000001,76332-AA,46.062833,-89.769028,USGS-WI,SPECIFIED,USGS-460346089460801,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406781,NA,Atrazine,0.027,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0628333,-89.7690278,1
76332,2004-09-28,WI-89767,39,"Atrazine, dissolved",0.023,0.007,NC2,7.010400000000001,76332-AA,46.062833,-89.769028,USGS-WI,SPECIFIED,USGS-460346089460801,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406782,NA,Atrazine,0.023,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0628333,-89.7690278,1
67098,2004-09-28,WI-94604,39,"Atrazine, dissolved",0.032,0.007,NC2,0.9753600000000001,67098-AA,46.068806,-89.767444,USGS-WI,SPECIFIED,USGS-460408089460301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406779,NA,Atrazine,0.032,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06880556,-89.7674444,1
67098,2004-09-28,WI-90108,39,"Atrazine, dissolved",0.031,0.007,NC2,0.9753600000000001,67098-AA,46.069111,-89.768889,USGS-WI,SPECIFIED,USGS-460409089460801,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406785,NA,Atrazine,0.031,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0691111,-89.7688889,1
67098,2004-09-28,WI-134117,39,"Atrazine, dissolved",0.032,0.007,NC2,5.486400000000001,67098-AA,46.069111,-89.768889,USGS-WI,SPECIFIED,USGS-460409089460801,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00406786,NA,Atrazine,0.032,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0691111,-89.7688889,1
76332,2004-11-01,WI-183132,39,"Atrazine, dissolved",0.025,0.007,NC2,1.00584,76332-AA,46.062139,-89.767778,USGS-WI,SPECIFIED,USGS-460344089460401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00500212,NA,Atrazine,0.025,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06213889,-89.7677778,1
4982,2004-11-01,WI-191263,39,"Atrazine, dissolved",0.035,0.007,NC2,1.00584,4982-AD,46.0695,-89.839889,USGS-WI,SPECIFIED,USGS-460410089502401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00500211,NA,Atrazine,0.035,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0695,-89.8398889,1
481961,2005-01-12,CA-146177,39,"Atrazine, dissolved",0.01,0.007,NC2,6,481961-AA,32.69172,-117.007804,USGS-CA,SPECIFIED,USGS-324130117002501,USGS California Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisca.01.00500381,A-0190057 Sweetwater Res. Study (UPPER) - M. Majewski,Atrazine,0.010,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,32.6917199,-117.0078043,1
94596,2005-05-03,NY-61119,39,"Atrazine, dissolved",0.008,0.007,NC2,0,94596-AA,41.41176,-73.695408,USGS-NY,INFERRED,USGS-01374620,USGS New York Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisny.01.00500937,NA,Atrazine,0.008,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,41.4117604,-73.695408,1
5389,2005-05-24,WI-91984,39,"Atrazine, dissolved",0.019,0.007,NC2,16.002000000000002,5389-AB,46.028389,-89.811833,USGS-WI,SPECIFIED,USGS-460142089484301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00501942,NA,Atrazine,0.019,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.02838889,-89.8118333,1
5389,2005-05-24,WI-95210,39,"Atrazine, dissolved",0.022,0.007,NC2,1.00584,5389-AG,46.049639,-89.809417,USGS-WI,SPECIFIED,USGS-460259089483401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00501941,NA,Atrazine,0.022,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.04963889,-89.8094167,1
4982,2005-05-24,WI-91415,39,"Atrazine, dissolved",0.029,0.007,NC2,28.011120000000002,4982-AC,46.067167,-89.845194,USGS-WI,SPECIFIED,USGS-460402089504301,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00501939,NA,Atrazine,0.029,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06716667,-89.8451944,1
4982,2005-05-24,WI-134764,39,"Atrazine, dissolved",0.033,0.007,NC2,1.00584,4982-AD,46.0695,-89.839889,USGS-WI,SPECIFIED,USGS-460410089502401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00501938,L-1510201 X= 2060 Received Broken   District Notified  deleted 2060  D. Saad,Atrazine,0.033,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0695,-89.8398889,1
76332,2005-05-25,WI-103130,39,"Atrazine, dissolved",0.021,0.007,NC2,1.00584,76332-AA,46.062139,-89.767778,USGS-WI,SPECIFIED,USGS-460344089460401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00501935,NA,Atrazine,0.021,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.06213889,-89.7677778,1
76332,2005-05-25,WI-91704,39,"Atrazine, dissolved",0.018,0.007,NC2,7.010400000000001,76332-AA,46.062833,-89.769028,USGS-WI,SPECIFIED,USGS-460346089460801,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00501936,NA,Atrazine,0.018,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,46.0628333,-89.7690278,1
4982,2005-06-01,WI-91871,39,"Atrazine, dissolved",0.017,0.008,NC2,0.6096,4982-AD,46.0695,-89.839889,USGS-WI,SPECIFIED,USGS-460410089502401,USGS Wisconsin Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwiswi.01.00502039,"L-1530081 time corrected to 1341 per district/saad, paa, 6/24/05",Atrazine,0.017,ug/l,NA,1,0.008,ug/l,1,NA,Laboratory Reporting Level,39632,USGS WRI 01-4134,USGS LCM29,"Pest, polar, wf, spe, HPLC-MS",NA,46.0695,-89.8398889,1
194671,2005-06-22,FL-1010538,39,"Atrazine, dissolved",0.011,0.008,NC2,0.9,194671-AA,27.647532000000002,-81.518686,USGS-FL,INFERRED,USGS-273850081310800,USGS Florida Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisfl.01.00502864,"A-1740125 Special 2060 samples contact Brenton/Coffey before sample prep. L-1740125 ASR missing NWQL proposal for custom LC8220,pending district response,paa,6/23/05..  no response recvd, CL03061 added to login time dependent smpls, district to verify, paa, 6/27/05..  okay per ed, paa, 6/29/05",Atrazine,0.011,ug/l,NA,1,0.008,ug/l,1,NA,Laboratory Reporting Level,39632,USGS WRI 01-4134,USGS LCM29,"Pest, polar, wf, spe, HPLC-MS",NA,27.64753224,-81.5186865,1
299391,2005-09-27,LA-6042,39,"Atrazine, dissolved",0.066,0.007,NC2,0.2,299391-BG,30.062222,-89.969444,USGS-LA,INFERRED,USGS-300344089581000,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.00500541,"A-2720188 CAUTION:  Hurricane Katrina Samples  CAUTION:  Hurricane Katrina Samples..  400 mLs filtered for chlorophyll L-2720188 PRIORITY RUSH Hurricane Katrina Samples..  X=GCV's to be sent next day, ASR date corrected per sibley, paa, 9/29/05..  GCV's received and added 9/30/05, paa  PRIORITY RUSH",Atrazine,0.066,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,30.0622222,-89.9694444,1
299391,2005-09-29,LA-49418,39,"Atrazine, dissolved",0.088,0.007,NC2,0.2,299391-BC,30.023813,-90.128963,USGS-LA,INFERRED,USGS-300125090074400,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.00500545,"A-2760032 CAUTION:  Hurricane Katrina Samples  CAUTION:  Hurricane Katrina Samples..  500 mLs filtered for chlorophyll L-2760032 PRIORITY RUSH Hurricane Katrina Samples..  X=sch2710 added, paa  PRIORITY RUSH Hurricane Katrina Samples",Atrazine,0.088,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,30.02381335,-90.12896259,1
299391,2005-10-01,LA-51083,39,"Atrazine, dissolved",0.063,0.007,NC2,0.2,299391-BG,30.062222,-89.969444,USGS-LA,INFERRED,USGS-300344089581000,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.00600011,A-2770167 CAUTION:  Hurricane Katrina Samples  CAUTION:  Hurricane Katrina Samples..  500 mLs filtered for chlorophyll L-2770167 PRIORITY RUSH Hurricane Katrina Samples,Atrazine,0.063,ug/l,NA,1,0.007,ug/l,1,NA,Laboratory Reporting Level,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,30.0622222,-89.9694444,1
7012,2006-04-17,IL-356361,38,"Atrazine, total",0.37,0.1,NC2,3.048,7012-AA,39.600837,-90.00917,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-SDC-1,illinois epa,NA,IL_EPA_WQX-S600994,PWS Intake,Atrazine,0.37,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.600837,-90.00917,1
6670,2006-04-17,IL-356134,38,"Atrazine, total",0.24,0.1,NC2,3.9624,6670-AA,39.863615,-90.03917,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-SDZO-1,illinois epa,NA,IL_EPA_WQX-S600992,PWS Intake,Atrazine,0.24,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.863615,-90.03917,1
6965,2006-04-19,IL-367641,38,"Atrazine, total",0.39,0.1,NC2,2.7432000000000003,6965-AE,39.83108,-88.92581,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-REC-1,illinois epa,NA,IL_EPA_WQX-S601109,PWS Intake,Atrazine,0.39,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.83108,-88.92581,1
6979,2006-04-23,IL-416283,38,"Atrazine, total",0.21,0.1,NC2,5.1816,6979-AE,39.18702,-89.60165,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RON-1,illinois epa,NA,IL_EPA_WQX-S601175,PWS Intake,Atrazine,0.21,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.18702,-89.60165,1
7455,2006-04-25,IL-208415,38,"Atrazine, total",0.2,0.1,NC2,2.4384,7455-AA,39.085837,-89.744171,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RJG-1,illinois epa,NA,IL_EPA_WQX-S601203,PWS Intake,Atrazine,0.2,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.085837,-89.744171,1
6996,2006-04-27,IL-176688,38,"Atrazine, total",0.53,0.1,NC2,5.1816,6996-AB,40.5642,-89.97356,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RDD-1,illinois epa,NA,IL_EPA_WQX-S601337,PWS Intake,Atrazine,0.53,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,40.5642,-89.97356,1
6991,2006-05-01,IL-351951,38,"Atrazine, total",0.21,0.1,NC2,3.048,6991-AB,40.50666,-90.71757,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RDR-1,illinois epa,NA,IL_EPA_WQX-S601378,PWS Intake,Atrazine,0.21,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,40.50666,-90.71757,1
6456,2006-05-04,IL-100993,38,"Atrazine, total",0.076,0.1,LE2,2.1336,6456-AB,37.62123,-88.94465,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RAL-1,illinois epa,NA,IL_EPA_WQX-S601549,PWS Intake,Atrazine,0.076,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,37.62123,-88.94465,1
6999,2006-05-09,IL-334934,38,"Atrazine, total",0.075,0.1,LE2,1.524,6999-AA,38.76504,-88.86531,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-ROZY-1,illinois epa,NA,IL_EPA_WQX-S601746,PWS Intake,Atrazine,0.075,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,38.76504,-88.86531,1
7048,2006-05-09,IL-333446,38,"Atrazine, total",1.5,0.1,NC2,0.3048,7048-AA,38.7757,-89.0875,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-SOI-1,illinois epa,NA,IL_EPA_WQX-S601747,PWS Intake,Atrazine,1.5,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,38.7757,-89.0875,1
7017,2006-05-11,IL-152948,38,"Atrazine, total",1.1,0.1,NC2,2.4384,7017-AA,38.09737,-89.39651,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RNH-1,illinois epa,NA,IL_EPA_WQX-S601756,PWS Intake,Atrazine,1.1,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,38.09737,-89.39651,1
7020,2006-05-16,IL-128123,38,"Atrazine, total",0.7,0.1,NC2,2.4384,7020-AH,37.80418,-89.40711,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RNC-9,illinois epa,NA,IL_EPA_WQX-S601950,PWS Intake,Atrazine,0.7,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,37.80418,-89.40711,1
6979,2006-06-07,IL-416289,38,"Atrazine, total",1.8,0.1,NC2,5.1816,6979-AE,39.18702,-89.60165,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RON-1,illinois epa,NA,IL_EPA_WQX-S602329,PWS Intake,Atrazine,1.8,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.18702,-89.60165,1
6999,2006-06-08,IL-333502,38,"Atrazine, total",0.15,0.1,NC2,1.524,6999-AA,38.76504,-88.86531,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-ROZY-1,illinois epa,NA,IL_EPA_WQX-S602436,PWS Intake,Atrazine,0.15,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,38.76504,-88.86531,1
7048,2006-06-08,IL-330561,38,"Atrazine, total",3.2,0.1,NC2,0.3048,7048-AA,38.7757,-89.0875,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-SOI-1,illinois epa,NA,IL_EPA_WQX-S602433,PWS Intake,Atrazine,3.2,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,38.7757,-89.0875,1
7015,2006-06-09,IL-287561,38,"Atrazine, total",0.045,0.1,LE2,3.048,7015-AA,37.41849,-88.89012,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RAW-1,illinois epa,NA,IL_EPA_WQX-S602435,PWS Intake,Atrazine,0.045,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,37.41849,-88.89012,1
6996,2006-06-12,IL-176638,38,"Atrazine, total",2.2,0.1,NC2,5.1816,6996-AB,40.5642,-89.97356,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RDD-1,illinois epa,NA,IL_EPA_WQX-S602414,PWS Intake,Atrazine,2.2,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,40.5642,-89.97356,1
6991,2006-06-13,IL-350020,38,"Atrazine, total",4.6,0.1,NC2,3.048,6991-AB,40.50666,-90.71757,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RDR-1,illinois epa,NA,IL_EPA_WQX-S602451,PWS Intake,Atrazine,4.6,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,40.50666,-90.71757,1
7012,2006-06-14,IL-356029,38,"Atrazine, total",3.3,0.1,NC2,3.048,7012-AA,39.600837,-90.00917,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-SDC-1,illinois epa,NA,IL_EPA_WQX-S602500,PWS Intake,Atrazine,3.3,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.600837,-90.00917,1
6965,2006-06-16,IL-366800,38,"Atrazine, total",2.7,0.1,NC2,2.7432000000000003,6965-AB,39.82503,-88.95473,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-REA-1,illinois epa,NA,IL_EPA_WQX-S602556,PWS Intake,Atrazine,2.7,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,39.82503,-88.95473,1
7017,2006-06-19,IL-153951,38,"Atrazine, total",2.4,0.1,NC2,2.4384,7017-AA,38.09737,-89.39651,IL_EPA_WQX,SPECIFIED,IL_EPA_WQX-RNH-1,illinois epa,NA,IL_EPA_WQX-S602634,PWS Intake,Atrazine,2.4,ug/l,NA,1,0.1,ug/l,1,NA,Lower Reporting Limit,NA,NA,USEPA 8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,NA,38.09737,-89.39651,1
