"","CharacteristicName","ResultMeasure.MeasureUnitCode","DetectionQuantitationLimitMeasure.MeasureUnitCode","source_labmethodid","source_labmethodname","USGSPCode","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","source_samplesiteid","ActivityCommentText","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","datavalue","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","source_labmethoddescription","ResultLaboratoryCommentText","source_qualifier","DetectionQuantitationLimitMeasure.MeasureValue","ProviderName","ActivityStartDateTime","ActivityEndDateTime","Obs_Id","State","Id_num","wqp_monitoringlocationname","wqp_providername","lagoslakeid","source_parameter","source_value","source_unit","detectionlimit_legacy","detectionlimit_unit_legacy","Conversion","Conversion_dl","Notes","sampledate","source_sampledepth","variableid_lagos","limit_low","limit_high","variableshortname","source_sampleposition","lagos_sampledepth","lagos_sampleposition"
"301","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600405","Sample-Routine","2006-06-06","10:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-1600029 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,2.2,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","2.2","NWIS","2006-06-06 17:30:00",NA,"NV-36721","NV","36721","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","2.2","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-06-06,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"302","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600457","Sample-Routine","2006-06-13","10:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-1790170 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,1.1,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","1.1","NWIS","2006-06-13 17:30:00",NA,"NV-20285","NV","20285","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","1.1","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-06-13,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"303","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600454","Sample-Routine","2006-06-14","12:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-1790167 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.8,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","0.8","NWIS","2006-06-14 19:45:00",NA,"NV-9098","NV","9098","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.8","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-06-14,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"304","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600455","Sample-Routine","2006-06-22","10:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-1790168 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,3,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","3","NWIS","2006-06-22 17:45:00",NA,"NV-11460","NV","11460","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","3","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-06-22,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"305","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600551","Sample-Routine","2006-06-28","10:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-2160040 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","0.6","NWIS","2006-06-28 17:30:00",NA,"NV-29624","NV","29624","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.6","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-06-28,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"306","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600548","Sample-Routine","2006-06-28","13:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-2160037 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.7,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","0.7","NWIS","2006-06-28 20:45:00",NA,"NV-15284","NV","15284","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.7","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-06-28,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"307","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600550","Sample-Routine","2006-07-05","10:15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-2160039 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,3.4,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","3.4","NWIS","2006-07-05 17:15:00",NA,"NV-48485","NV","48485","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","3.4","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-07-05,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"308","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600547","Sample-Routine","2006-07-12","10:35:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-2160036 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.3,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","0.3","NWIS","2006-07-12 17:35:00",NA,"NV-49896","NV","49896","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.3","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-07-12,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"309","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600554","Sample-Routine","2006-07-19","11:15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-2160043 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,2.6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","2.6","NWIS","2006-07-19 18:15:00",NA,"NV-41689","NV","41689","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","2.6","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-07-19,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"310","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600546","Sample-Routine","2006-08-01","10:52:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-2160035 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","0.6","NWIS","2006-08-01 17:52:00",NA,"NV-21012","NV","21012","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.6","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-08-01,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"311","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600553","Sample-Routine","2006-08-02","09:50:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-2160042 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,1.1,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","1.1","NWIS","2006-08-02 16:50:00",NA,"NV-51862","NV","51862","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","1.1","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-08-02,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"312","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600614","Sample-Routine","2006-08-08","13:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-2490006 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,4.7,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","4.7","NWIS","2006-08-08 20:45:00",NA,"NV-18530","NV","18530","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","4.7","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-08-08,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"313","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600615","Sample-Routine","2006-08-15","09:58:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-2490007 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,1.3,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","1.3","NWIS","2006-08-15 16:58:00",NA,"NV-20644","NV","20644","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","1.3","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-08-15,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"314","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600613","Sample-Routine","2006-08-22","12:16:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-2490005 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,3.5,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","3.5","NWIS","2006-08-22 19:16:00",NA,"NV-25363","NV","25363","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","3.5","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-08-22,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"315","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600618","Sample-Routine","2006-08-30","10:12:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-2490010 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,2.1,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","2.1","NWIS","2006-08-30 17:12:00",NA,"NV-40780","NV","40780","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","2.1","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-08-30,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"316","Alkalinity","ueq/l",NA,"APHA 2320-B","2320 B ~ Alkalinity by Gran Titration",NA,"SDDENR_WQX","DENR","SDDENR_WQX-198583W","Sample-Routine","2006-09-06","09:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"MITCHZZ2",NA,"SDDENR_WQX-MITCH98LM12A","DEAD FISH: NONE  ICE COVER: N  ODOR: N  FILM: N,,LOTS OF SURFACE MATTING & CLUMPING","REGRABOT","SDDENR_WQX","Grab water sample taken from a reservoir by using a bottle","Water Bottle",NA,NA,221,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"DEAD FISH: NONE  ICE COVER: N  ODOR: N  FILM: N,,LOTS OF SURFACE MATTING & CLUMPING",NA,NA,NA,"2320-B","APHA","https://www.nemi.gov/methods/method_summary/9694/",NA,NA,"221","STORET","2006-09-06 15:10:00",NA,"SD-351447","SD","351447","MITCH98LM12A","STORET","350316","Alkalinity, total","221","mg/l",NA,NA,"1","1","APHA 2320; Alkalinity of filtered water by fixed endpoint titration to pH 4.5, laboratory (Standard Methods 2320B, but on a filtered sample; Colorado WSC)",2006-09-06,NA,1,-10,10000,"alk_caco3_mgl","UNKNOWN",NA,"UNKNOWN"
"317","Oxygen, dissolved","mg/l",NA,"SDDENR_WQX UNKOWN","UNKOWN",NA,"SDDENR_WQX","DENR","SDDENR_WQX-198583F","Field Msr/Obs","2006-09-06","09:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"MITCHZZ2",NA,"SDDENR_WQX-MITCH98LM12A","DEAD FISH: NONE  ICE COVER: N  ODOR: N  FILM: N,,LOTS OF SURFACE MATTING & CLUMPING","REMSRMET","SDDENR_WQX","Standard South Dakota equipment","Miscellaneous (Other)",NA,NA,8.7,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"DEAD FISH: NONE  ICE COVER: N  ODOR: N  FILM: N,,LOTS OF SURFACE MATTING & CLUMPING",NA,NA,NA,"UNKOWN","SDDENR_WQX",NA,NA,NA,"8.7","STORET","2006-09-06 15:10:00",NA,"SD-338175","SD","338175","MITCH98LM12A","STORET","350316","Dissolved oxygen (DO)","8.7","mg/l",NA,NA,"1","1","methods_WQX",2006-09-06,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"318","Phosphorus, total","ug/l",NA,"USEPA 365.2","Phosphorus by Single Reagent Colorimetry",NA,"SDDENR_WQX","DENR","SDDENR_WQX-198583W","Sample-Routine","2006-09-06","09:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"MITCHZZ2",NA,"SDDENR_WQX-MITCH98LM12A","DEAD FISH: NONE  ICE COVER: N  ODOR: N  FILM: N,,LOTS OF SURFACE MATTING & CLUMPING","REGRABOT","SDDENR_WQX","Grab water sample taken from a reservoir by using a bottle","Water Bottle",NA,"Total",488,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"DEAD FISH: NONE  ICE COVER: N  ODOR: N  FILM: N,,LOTS OF SURFACE MATTING & CLUMPING",NA,NA,NA,"365.2","USEPA","https://www.nemi.gov/methods/method_summary/5254/",NA,NA,"488","STORET","2006-09-06 15:10:00",NA,"SD-605781","SD","605781","MITCH98LM12A","STORET","350316","Phosphate-phosphorus","0.488","mg/l",NA,NA,"1000","1000","EPA 365.2",2006-09-06,NA,27,-1000,100000,"tp_ugl","UNKNOWN",NA,"UNKNOWN"
"319","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600661","Sample-Routine","2006-09-06","11:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-2900033 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,3.3,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","3.3","NWIS","2006-09-06 18:45:00",NA,"NV-31488","NV","31488","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","3.3","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-09-06,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"320","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600659","Sample-Routine","2006-09-07","12:50:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-2900030 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,1.1,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","1.1","NWIS","2006-09-07 19:50:00",NA,"NV-45657","NV","45657","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","1.1","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-09-07,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"321","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600662","Sample-Routine","2006-09-26","09:53:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-2900035 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,1.1,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","1.1","NWIS","2006-09-26 16:53:00",NA,"NV-36820","NV","36820","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","1.1","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-09-26,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"322","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600660","Sample-Routine","2006-09-26","12:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-362601114204500","A-2900032 500 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,2.9,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","2.9","NWIS","2006-09-26 19:40:00",NA,"NV-21947","NV","21947","LAKE MEAD OVERTON ARM QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","2.9","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-09-26,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"323","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00600658","Sample-Routine","2006-09-27","09:21:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-2900028 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.5,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,"holding time exceeded","Lower Reporting Limit","0.5","NWIS","2006-09-27 16:21:00",NA,"NV-33644","NV","33644","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.5","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-09-27,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"324","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00700003","Sample-Routine","2006-10-04","10:08:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360314114450500","A-2900031 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","0.6","NWIS","2006-10-04 17:08:00",NA,"NV-26797","NV","26797","SENTINEL ISLAND QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.6","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-10-04,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"325","Chlorophyll a","ug/l","ug/l","USGS 00050","Plant pigments, sonication & 445","70953","USGS-NV","USGS Nevada Water Science Center","nwisnv.01.00700005","Sample-Routine","2006-10-11","10:14:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-360901114321000","A-2900036 1000 ml through filter. Filter frozen immediately.","USGS","USGS","USGS","Unknown",NA,NA,0.8,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00050","USGS",NA,NA,"Lower Reporting Limit","0.8","NWIS","2006-10-11 17:14:00",NA,"NV-22452","NV","22452","LAKE MEAD VIRGIN BASIN QW PLATFORM SURFACE","NWIS","453751","Chlorophyll a","0.8","ug/l","0.1","ug/l","1","1","USGS 70953 EPA 445.0; Plant pigments in algae by EPA Method 445.0 (fluorescence) modified by use of sonication for sample extraction",2006-10-11,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
